STATEFP,COUNTYFP,TRACT10,PUMA00
26,163,557200,03600
26,163,559100,03600
26,163,558200,03600
26,163,558000,03600
26,163,557900,03600
26,163,557300,03600
26,163,557400,03600
26,163,556900,03600
26,163,558700,03600
26,163,558100,03600
26,163,557100,03600
26,163,558900,03600
26,163,557700,03600
26,163,556600,03600
26,163,558400,03600
26,163,556800,03600
26,163,559000,03600
26,163,556100,03600
26,163,558800,03600
26,163,557600,03600
26,163,556500,03600
26,163,557500,03600
26,163,558300,03600
26,163,558500,03600
26,163,558600,03600
26,163,556400,03600
26,163,556700,03600
26,163,559200,03600
26,163,556200,03600
26,163,557000,03600
