STATEFP,COUNTYFP,TRACTCE,PUMACE10
26,125,134700,02905
26,125,136300,02905
26,125,136700,02905
26,125,137400,02905
26,125,137800,02905
26,125,136102,02905
26,125,150800,02906
26,125,159000,02906
26,125,154500,02906
26,125,154600,02906
26,125,156000,02906
26,125,156100,02906
26,125,156200,02906
26,125,156300,02906
26,125,156400,02906
26,125,156500,02906
26,125,156900,02906
26,125,157000,02906
26,125,157100,02906
26,125,158100,02906
26,125,152700,02906
26,125,152600,02906
26,125,152900,02906
26,125,153000,02906
26,125,153100,02906
26,125,157200,02906
26,125,157500,02906
26,125,157600,02906
26,125,157800,02906
26,125,157900,02906
26,125,157300,02906
26,125,158000,02906
26,125,158200,02906
26,125,157400,02906
26,125,150000,02906
26,125,153300,02906
26,125,157700,02906
26,125,150100,02906
26,125,150200,02906
26,125,150300,02906
26,125,150400,02906
26,125,150500,02906
26,125,150600,02906
26,125,150700,02906
26,125,150900,02906
26,125,151000,02906
26,125,152000,02906
26,125,153200,02906
26,125,154000,02906
26,125,154100,02906
26,125,154200,02906
26,125,188001,02908
26,125,981100,02908
26,125,181001,02908
26,125,170000,02908
26,125,170200,02908
26,125,170400,02908
26,125,171000,02908
26,125,171100,02908
26,125,171200,02908
26,125,171400,02908
26,125,171500,02908
26,125,171600,02908
26,125,172500,02908
26,125,173000,02908
26,125,173300,02908
26,125,173400,02908
26,125,981200,02908
26,125,183900,02908
26,125,184000,02908
26,125,184100,02908
26,125,184200,02908
26,125,184300,02908
26,125,184400,02908
26,125,184500,02908
26,125,184600,02908
26,125,184700,02908
26,125,187000,02908
26,125,183500,02908
26,125,173200,02908
26,125,181300,02908
26,125,183400,02908
26,125,170100,02908
26,125,172400,02908
26,125,171300,02908
26,125,188100,02908
26,125,173100,02908
26,125,170300,02908
26,125,181500,02908
26,125,173500,02908
26,125,173600,02908
26,125,175000,02908
26,125,175100,02908
26,125,175200,02908
26,125,175300,02908
26,125,180000,02908
26,125,180100,02908
26,125,180200,02908
26,125,180300,02908
26,125,181100,02908
26,125,181200,02908
26,125,181400,02908
26,125,181600,02908
26,125,183000,02908
26,125,183100,02908
26,125,183200,02908
26,125,183300,02908
26,125,183600,02908
26,125,183700,02908
26,125,183800,02908
26,099,220002,03001
26,099,268200,03001
26,099,214000,03001
26,099,214500,03001
26,099,215000,03001
26,099,215300,03001
26,099,215500,03001
26,099,217000,03001
26,099,221100,03001
26,099,221200,03001
26,099,221800,03001
26,099,216000,03001
26,099,206700,03001
26,099,210000,03001
26,099,211000,03001
26,099,212000,03001
26,099,222500,03001
26,099,222800,03001
26,099,222106,03001
26,099,221500,03001
26,099,222105,03001
26,099,215202,03001
26,099,218002,03001
26,099,218001,03001
26,099,222103,03001
26,099,222104,03001
26,099,220003,03001
26,099,215201,03001
26,099,220004,03001
26,099,228100,03002
26,099,225702,03002
26,099,225701,03002
26,099,226400,03002
26,099,223500,03002
26,099,224300,03002
26,099,224400,03002
26,099,225900,03002
26,099,226700,03002
26,099,227000,03002
26,099,227300,03002
26,099,228000,03002
26,099,224500,03002
26,099,224600,03002
26,099,225100,03002
26,099,225200,03002
26,099,225300,03002
26,099,225500,03002
26,099,225600,03002
26,099,223802,03002
26,099,225402,03002
26,099,226102,03002
26,099,224002,03002
26,099,224102,03002
26,099,223402,03002
26,099,223902,03002
26,099,225401,03002
26,099,223401,03002
26,099,223901,03002
26,099,223803,03002
26,099,225800,03002
26,099,226101,03002
26,099,223801,03002
26,099,224001,03002
26,099,224201,03002
26,099,224101,03002
26,099,224202,03002
26,099,230000,03003
26,099,230200,03003
26,099,230300,03003
26,099,230602,03003
26,099,230400,03003
26,099,231000,03003
26,099,230800,03003
26,099,231500,03003
26,099,231100,03003
26,099,231200,03003
26,099,231400,03003
26,099,231600,03003
26,099,231700,03003
26,099,231800,03003
26,099,231900,03003
26,099,232000,03003
26,099,232200,03003
26,099,232400,03003
26,099,232100,03003
26,099,230700,03003
26,099,230603,03003
26,099,230902,03003
26,099,982001,03003
26,099,982002,03003
26,099,232500,03003
26,099,233000,03003
26,099,230901,03003
26,099,230604,03003
26,099,230501,03003
26,099,232301,03003
26,099,230502,03003
26,099,241000,03004
26,099,241200,03004
26,099,241400,03004
26,099,241500,03004
26,099,241700,03004
26,099,241800,03004
26,099,241900,03004
26,099,247602,03004
26,099,242100,03004
26,099,242500,03004
26,099,243000,03004
26,099,244000,03004
26,099,247601,03004
26,099,241600,03004
26,099,240300,03004
26,099,243502,03004
26,099,240900,03004
26,099,245300,03004
26,099,241300,03004
26,099,247500,03004
26,099,980000,03004
26,099,240602,03004
26,099,247302,03004
26,099,242003,03004
26,099,247201,03004
26,099,240601,03004
26,099,240801,03004
26,099,240802,03004
26,099,247202,03004
26,099,242001,03004
26,099,243501,03004
26,099,245000,03004
26,099,245100,03004
26,099,245200,03004
26,099,245400,03004
26,099,982100,03004
26,099,247100,03004
26,099,247400,03004
26,099,990100,03004
26,099,240700,03004
26,099,254500,03004
26,099,240000,03004
26,099,240400,03004
26,099,240500,03004
26,099,254000,03004
26,099,254100,03004
26,099,254200,03004
26,099,247301,03004
26,099,242002,03004
26,099,255000,03005
26,099,255100,03005
26,099,251200,03005
26,099,255200,03005
26,099,250600,03005
26,099,255400,03005
26,099,256800,03005
26,099,252200,03005
26,099,258600,03005
26,099,258700,03005
26,099,258800,03005
26,099,258900,03005
26,099,258400,03005
26,099,250100,03005
26,099,256300,03005
26,099,258300,03005
26,099,250000,03005
26,099,250200,03005
26,099,250300,03005
26,099,250400,03005
26,099,250500,03005
26,099,250700,03005
26,099,250800,03005
26,099,250900,03005
26,099,251000,03005
26,099,251100,03005
26,099,251300,03005
26,099,251800,03005
26,099,251400,03005
26,099,251900,03005
26,099,252000,03005
26,099,252100,03005
26,099,251500,03005
26,099,251600,03005
26,099,251700,03005
26,099,255300,03005
26,099,255500,03005
26,099,255600,03005
26,099,255700,03005
26,099,255800,03005
26,099,255900,03005
26,099,256000,03005
26,099,256100,03005
26,099,256200,03005
26,099,256400,03005
26,099,256500,03005
26,099,256600,03005
26,099,256700,03005
26,099,258000,03005
26,099,258100,03005
26,099,258200,03005
26,099,258500,03005
26,099,268300,03006
26,099,268400,03006
26,099,262900,03006
26,099,261400,03006
26,099,267600,03006
26,099,261900,03006
26,099,268100,03006
26,099,260000,03006
26,099,260100,03006
26,099,260200,03006
26,099,261000,03006
26,099,261100,03006
26,099,260900,03006
26,099,262400,03006
26,099,262500,03006
26,099,262600,03006
26,099,262700,03006
26,099,262800,03006
26,099,263200,03006
26,099,982200,03006
26,099,263600,03006
26,099,263400,03006
26,099,263500,03006
26,099,260800,03006
26,099,261300,03006
26,099,261601,03006
26,099,980100,03006
26,099,260300,03006
26,099,260400,03006
26,099,982300,03006
26,099,260600,03006
26,099,260700,03006
26,099,263700,03006
26,099,263800,03006
26,099,263900,03006
26,099,264000,03006
26,099,264200,03006
26,099,268000,03006
26,099,261200,03006
26,099,261500,03006
26,099,261700,03006
26,099,261800,03006
26,099,262000,03006
26,099,262100,03006
26,099,262200,03006
26,099,262300,03006
26,147,632000,03100
26,147,634100,03100
26,147,648000,03100
26,147,650100,03100
26,147,650200,03100
26,147,651100,03100
26,147,647000,03100
26,147,624000,03100
26,147,651200,03100
26,147,635000,03100
26,147,633200,03100
26,147,651600,03100
26,147,652100,03100
26,147,652600,03100
26,147,655100,03100
26,147,655600,03100
26,147,657100,03100
26,147,657200,03100
26,147,658100,03100
26,147,658500,03100
26,147,649000,03100
26,147,622000,03100
26,147,637200,03100
26,147,633100,03100
26,147,620000,03100
26,147,621000,03100
26,147,623000,03100
26,147,627000,03100
26,147,628000,03100
26,147,629000,03100
26,147,630100,03100
26,147,630400,03100
26,147,631100,03100
26,147,631600,03100
26,147,626001,03100
26,147,625001,03100
26,147,989000,03100
26,147,634600,03100
26,147,636000,03100
26,147,637300,03100
26,147,640100,03100
26,147,990000,03100
26,147,640200,03100
26,147,640600,03100
26,147,641000,03100
26,147,642000,03100
26,147,643000,03100
26,147,637100,03100
26,147,644000,03100
26,147,645000,03100
26,147,646000,03100
26,163,561200,03201
26,163,587000,03201
26,163,588102,03201
26,163,588101,03201
26,163,986502,03201
26,163,986501,03201
26,163,563900,03201
26,163,983200,03201
26,163,560201,03201
26,163,565001,03201
26,163,560100,03201
26,163,560300,03201
26,163,560400,03201
26,163,561700,03201
26,163,561900,03201
26,163,562400,03201
26,163,562700,03201
26,163,562900,03201
26,163,563200,03201
26,163,563300,03201
26,163,563400,03201
26,163,563500,03201
26,163,563700,03201
26,163,563800,03201
26,163,564000,03201
26,163,564100,03201
26,163,564200,03201
26,163,564300,03201
26,163,564600,03201
26,163,564700,03201
26,163,564401,03201
26,163,562600,03201
26,163,562300,03201
26,163,561600,03201
26,163,562500,03201
26,163,560202,03201
26,163,588001,03201
26,163,983100,03201
26,163,561301,03201
26,163,588002,03201
26,163,561302,03201
26,163,564800,03201
26,163,564900,03201
26,163,563600,03201
26,163,564503,03201
26,163,564502,03201
26,163,564504,03201
26,163,564402,03201
26,163,564501,03201
26,163,562800,03201
26,163,587900,03201
26,163,588200,03201
26,163,588300,03201
26,163,588400,03201
26,163,983301,03202
26,163,558600,03202
26,163,557200,03202
26,163,555401,03202
26,163,983302,03202
26,163,557000,03202
26,163,559200,03202
26,163,557901,03202
26,163,983400,03202
26,163,556900,03202
26,163,559100,03202
26,163,981800,03202
26,163,558301,03202
26,163,558700,03202
26,163,554100,03202
26,163,554200,03202
26,163,554300,03202
26,163,554400,03202
26,163,554500,03202
26,163,554600,03202
26,163,554700,03202
26,163,554800,03202
26,163,554900,03202
26,163,555100,03202
26,163,555300,03202
26,163,555500,03202
26,163,555600,03202
26,163,556100,03202
26,163,556200,03202
26,163,556300,03202
26,163,556400,03202
26,163,556500,03202
26,163,556600,03202
26,163,556700,03202
26,163,556800,03202
26,163,557100,03202
26,163,557300,03202
26,163,557400,03202
26,163,557500,03202
26,163,557600,03202
26,163,557700,03202
26,163,558000,03202
26,163,558100,03202
26,163,558200,03202
26,163,558400,03202
26,163,558500,03202
26,163,558800,03202
26,163,558900,03202
26,163,559000,03202
26,163,572500,03203
26,163,575200,03203
26,163,983700,03203
26,163,983903,03203
26,163,983901,03203
26,163,573900,03203
26,163,575401,03203
26,163,983800,03203
26,163,983902,03203
26,163,572400,03203
26,163,575300,03203
26,163,575500,03203
26,163,575600,03203
26,163,579900,03203
26,163,573501,03203
26,163,574301,03203
26,163,574203,03203
26,163,572100,03203
26,163,983600,03203
26,163,571500,03203
26,163,571600,03203
26,163,571700,03203
26,163,571800,03203
26,163,572200,03203
26,163,572600,03203
26,163,572700,03203
26,163,571900,03203
26,163,572000,03203
26,163,572800,03203
26,163,572900,03203
26,163,573000,03203
26,163,573100,03203
26,163,573300,03203
26,163,573400,03203
26,163,574000,03203
26,163,574100,03203
26,163,573600,03203
26,163,573800,03203
26,163,574600,03203
26,163,574700,03203
26,163,574800,03203
26,163,574900,03203
26,163,575000,03203
26,163,575100,03203
26,163,985700,03203
26,163,573701,03203
26,163,573702,03203
26,163,568400,03204
26,163,569200,03204
26,163,569300,03204
26,163,569400,03204
26,163,569600,03204
26,163,569700,03204
26,163,570400,03204
26,163,569800,03204
26,163,570100,03204
26,163,570200,03204
26,163,570600,03204
26,163,570800,03204
26,163,571000,03204
26,163,566800,03204
26,163,569100,03204
26,163,566900,03204
26,163,568200,03204
26,163,568500,03204
26,163,570500,03204
26,163,570900,03204
26,163,569500,03204
26,163,565800,03204
26,163,568700,03204
26,163,565302,03204
26,163,568900,03204
26,163,568800,03204
26,163,567201,03204
26,163,565301,03204
26,163,565100,03204
26,163,565200,03204
26,163,565600,03204
26,163,565700,03204
26,163,565900,03204
26,163,566400,03204
26,163,566500,03204
26,163,566600,03204
26,163,566700,03204
26,163,567000,03204
26,163,567100,03204
26,163,567300,03204
26,163,567400,03204
26,163,567800,03204
26,163,567900,03204
26,163,568000,03204
26,163,568300,03204
26,163,569900,03204
26,163,567202,03204
26,163,585600,03205
26,163,585700,03205
26,163,585900,03205
26,163,985400,03205
26,163,583300,03205
26,163,585800,03205
26,163,986200,03205
26,163,586201,03205
26,163,584801,03205
26,163,584802,03205
26,163,584501,03205
26,163,986400,03205
26,163,584100,03205
26,163,583001,03205
26,163,590500,03205
26,163,590401,03205
26,163,986100,03205
26,163,986300,03205
26,163,982500,03205
26,163,589402,03205
26,163,982400,03205
26,163,589401,03205
26,163,982600,03205
26,163,583101,03205
26,163,583200,03205
26,163,583400,03205
26,163,583500,03205
26,163,583600,03205
26,163,583700,03205
26,163,583800,03205
26,163,583900,03205
26,163,584000,03205
26,163,584200,03205
26,163,584300,03205
26,163,584400,03205
26,163,584600,03205
26,163,585500,03205
26,163,584700,03205
26,163,586300,03205
26,163,589300,03205
26,163,590600,03205
26,163,591900,03206
26,163,592000,03206
26,163,593200,03206
26,163,594000,03206
26,163,594100,03206
26,163,594300,03206
26,163,594200,03206
26,163,599100,03206
26,163,982302,03206
26,163,982700,03206
26,163,599001,03206
26,163,982900,03206
26,163,982301,03206
26,163,982200,03206
26,163,581500,03206
26,163,598000,03206
26,163,591600,03206
26,163,581200,03206
26,163,581600,03206
26,163,581800,03206
26,163,581900,03206
26,163,582000,03206
26,163,582100,03206
26,163,593001,03206
26,163,593301,03206
26,163,982101,03206
26,163,982102,03206
26,163,595201,03206
26,163,982000,03206
26,163,594401,03206
26,163,581101,03206
26,163,591501,03206
26,163,591502,03206
26,163,594500,03206
26,163,595000,03206
26,163,595100,03206
26,163,596100,03206
26,163,596200,03206
26,163,596300,03206
26,163,597000,03206
26,163,990200,03206
26,163,591700,03206
26,163,591800,03206
26,163,577400,03207
26,163,577500,03207
26,163,577600,03207
26,163,577700,03207
26,163,578000,03207
26,163,985600,03207
26,163,579200,03207
26,163,579300,03207
26,163,579700,03207
26,163,579800,03207
26,163,580100,03207
26,163,580200,03207
26,163,580300,03207
26,163,580400,03207
26,163,580500,03207
26,163,580600,03207
26,163,580700,03207
26,163,579100,03207
26,163,579600,03207
26,163,579501,03207
26,163,981901,03207
26,163,981902,03207
26,163,577900,03207
26,163,576001,03207
26,163,987000,03207
26,163,577800,03207
26,163,580800,03207
26,163,580900,03207
26,163,576100,03207
26,163,576200,03207
26,163,576300,03207
26,163,576400,03207
26,163,578500,03207
26,163,578600,03207
26,163,576500,03207
26,163,576600,03207
26,163,576700,03207
26,163,577000,03207
26,163,577100,03207
26,163,577200,03207
26,163,577300,03207
26,163,540500,03208
26,163,540600,03208
26,163,540700,03208
26,163,540800,03208
26,163,540900,03208
26,163,541200,03208
26,163,541400,03208
26,163,541700,03208
26,163,541800,03208
26,163,542900,03208
26,163,543000,03208
26,163,543100,03208
26,163,543200,03208
26,163,543400,03208
26,163,543500,03208
26,163,543700,03208
26,163,543900,03208
26,163,544000,03208
26,163,544100,03208
26,163,544200,03208
26,163,544300,03208
26,163,545100,03208
26,163,545200,03208
26,163,545500,03208
26,163,545600,03208
26,163,545800,03208
26,163,546301,03208
26,163,545700,03208
26,163,541300,03208
26,163,534400,03208
26,163,541100,03208
26,163,535700,03208
26,163,541000,03208
26,163,535100,03208
26,163,546000,03208
26,163,534200,03208
26,163,534300,03208
26,163,534700,03208
26,163,535000,03208
26,163,535200,03208
26,163,535300,03208
26,163,535600,03208
26,163,536600,03208
26,163,537200,03208
26,163,544800,03208
26,163,985800,03208
26,163,547100,03208
26,163,546201,03208
26,163,543300,03208
26,163,547000,03208
26,163,547200,03208
26,163,535800,03208
26,163,545900,03208
26,163,546100,03208
26,163,546700,03208
26,163,541500,03208
26,163,546600,03208
26,163,540300,03209
26,163,540400,03209
26,163,542100,03209
26,163,542200,03209
26,163,542300,03209
26,163,542400,03209
26,163,542500,03209
26,163,542600,03209
26,163,530100,03209
26,163,530200,03209
26,163,530300,03209
26,163,538800,03209
26,163,539300,03209
26,163,540200,03209
26,163,536100,03209
26,163,536200,03209
26,163,536300,03209
26,163,536400,03209
26,163,536700,03209
26,163,536800,03209
26,163,536900,03209
26,163,537000,03209
26,163,537100,03209
26,163,537300,03209
26,163,537500,03209
26,163,537600,03209
26,163,537700,03209
26,163,537800,03209
26,163,538100,03209
26,163,538200,03209
26,163,538300,03209
26,163,538900,03209
26,163,538400,03209
26,163,538500,03209
26,163,538600,03209
26,163,538700,03209
26,163,539000,03209
26,163,539100,03209
26,163,539200,03209
26,163,539400,03209
26,163,539500,03209
26,163,539600,03209
26,163,539700,03209
26,163,540100,03209
26,163,505200,03210
26,163,506100,03210
26,163,506200,03210
26,163,506300,03210
26,163,506400,03210
26,163,506500,03210
26,163,506600,03210
26,163,506700,03210
26,163,506900,03210
26,163,507000,03210
26,163,507300,03210
26,163,507400,03210
26,163,507500,03210
26,163,508000,03210
26,163,510600,03210
26,163,500100,03210
26,163,500500,03210
26,163,500600,03210
26,163,500700,03210
26,163,500200,03210
26,163,500300,03210
26,163,500400,03210
26,163,507100,03210
26,163,504000,03210
26,163,503300,03210
26,163,509100,03210
26,163,505600,03210
26,163,505400,03210
26,163,511300,03210
26,163,508100,03210
26,163,507200,03210
26,163,506800,03210
26,163,505700,03210
26,163,509000,03210
26,163,505800,03210
26,163,503100,03210
26,163,503200,03210
26,163,503400,03210
26,163,503500,03210
26,163,503600,03210
26,163,503900,03210
26,163,504100,03210
26,163,504200,03210
26,163,504300,03210
26,163,504400,03210
26,163,505100,03210
26,163,501200,03211
26,163,501300,03211
26,163,501400,03211
26,163,511200,03211
26,163,511900,03211
26,163,501600,03211
26,163,501500,03211
26,163,501700,03211
26,163,502000,03211
26,163,516800,03211
26,163,516900,03211
26,163,517000,03211
26,163,517100,03211
26,163,517200,03211
26,163,516700,03211
26,163,517500,03211
26,163,518000,03211
26,163,514100,03211
26,163,520200,03211
26,163,520400,03211
26,163,520700,03211
26,163,520800,03211
26,163,985300,03211
26,163,501800,03211
26,163,521400,03211
26,163,521500,03211
26,163,521800,03211
26,163,521900,03211
26,163,502700,03211
26,163,512800,03211
26,163,519300,03211
26,163,513800,03211
26,163,520300,03211
26,163,515300,03211
26,163,516400,03211
26,163,532400,03211
26,163,532100,03211
26,163,519100,03211
26,163,519000,03211
26,163,501900,03211
26,163,517300,03211
26,163,518900,03211
26,163,513700,03211
26,163,514200,03211
26,163,516000,03211
26,163,522500,03211
26,163,513200,03211
26,163,513300,03211
26,163,513900,03211
26,163,516600,03211
26,163,522000,03211
26,163,985200,03211
26,163,514500,03211
26,163,515200,03211
26,163,515400,03211
26,163,515700,03211
26,163,516500,03211
26,163,985900,03211
26,163,533900,03211
26,163,985500,03211
26,163,511400,03211
26,163,524700,03212
26,163,524800,03212
26,163,525400,03212
26,163,525800,03212
26,163,526000,03212
26,163,526300,03212
26,163,526400,03212
26,163,526200,03212
26,163,530500,03212
26,163,530800,03212
26,163,531100,03212
26,163,531200,03212
26,163,531400,03212
26,163,531700,03212
26,163,523100,03212
26,163,523400,03212
26,163,522300,03212
26,163,524200,03212
26,163,524300,03212
26,163,531800,03212
26,163,531900,03212
26,163,532600,03212
26,163,533000,03212
26,163,533100,03212
26,163,526100,03212
26,163,533200,03212
26,163,533300,03212
26,163,533400,03212
26,163,533600,03212
26,163,534100,03212
26,163,524600,03212
26,163,531501,03212
26,163,984100,03212
26,163,525700,03212
26,163,521100,03212
26,163,523800,03212
26,163,531300,03212
26,163,527900,03212
26,163,984200,03212
26,163,523300,03212
26,163,531600,03212
26,163,530400,03212
26,163,523200,03212
26,163,532700,03212
26,163,533800,03212
26,163,531502,03212
26,163,524101,03212
26,163,525900,03212
26,163,524001,03212
