,BLKID,TRACTID,BLKGRPID,PUMA,COUNTYID,REGION
0,260937442002006,26093744200,260937442002,2800,26093,2
1,260937321001013,26093732100,260937321001,2800,26093,2
2,260937321001025,26093732100,260937321001,2800,26093,2
3,260937321001005,26093732100,260937321001,2800,26093,2
4,260937433002013,26093743300,260937433002,2800,26093,2
5,260937433001000,26093743300,260937433001,2800,26093,2
6,260937434001023,26093743400,260937434001,2800,26093,2
7,260937442004000,26093744200,260937442004,2800,26093,2
8,260937321001024,26093732100,260937321001,2800,26093,2
9,260937446001013,26093744600,260937446001,2800,26093,2
10,260937442002002,26093744200,260937442002,2800,26093,2
11,260937442004001,26093744200,260937442004,2800,26093,2
12,260937442004019,26093744200,260937442004,2800,26093,2
13,260937442004018,26093744200,260937442004,2800,26093,2
14,260937331001011,26093733100,260937331001,2800,26093,2
15,260937442004022,26093744200,260937442004,2800,26093,2
16,260937433001013,26093743300,260937433001,2800,26093,2
17,260937321001044,26093732100,260937321001,2800,26093,2
18,260937442004027,26093744200,260937442004,2800,26093,2
19,260937306002002,26093730600,260937306002,2800,26093,2
20,260937425002016,26093742500,260937425002,2800,26093,2
21,260937301021015,26093730102,260937301021,2800,26093,2
22,260937301021016,26093730102,260937301021,2800,26093,2
23,260937434001007,26093743400,260937434001,2800,26093,2
24,260937434001006,26093743400,260937434001,2800,26093,2
25,260937306002000,26093730600,260937306002,2800,26093,2
26,260937306002004,26093730600,260937306002,2800,26093,2
27,260937306002006,26093730600,260937306002,2800,26093,2
28,260937306002009,26093730600,260937306002,2800,26093,2
29,260937331001006,26093733100,260937331001,2800,26093,2
30,260937301021001,26093730102,260937301021,2800,26093,2
31,260937211002015,26093721100,260937211002,2800,26093,2
32,260937436002015,26093743600,260937436002,2800,26093,2
33,260937251013031,26093725101,260937251013,2800,26093,2
34,260937442001046,26093744200,260937442001,2800,26093,2
35,260937251013030,26093725101,260937251013,2800,26093,2
36,260937448001030,26093744800,260937448001,2800,26093,2
37,260937448001031,26093744800,260937448001,2800,26093,2
38,260937449002002,26093744900,260937449002,2800,26093,2
39,260937126012006,26093712601,260937126012,2800,26093,2
40,260937133001013,26093713300,260937133001,2800,26093,2
41,260937126012014,26093712601,260937126012,2800,26093,2
42,260937126012015,26093712601,260937126012,2800,26093,2
43,260937424033010,26093742403,260937424033,2800,26093,2
44,260937126012019,26093712601,260937126012,2800,26093,2
45,260937126012020,26093712601,260937126012,2800,26093,2
46,260937201001018,26093720100,260937201001,2800,26093,2
47,260937131003015,26093713100,260937131003,2800,26093,2
48,260937251012025,26093725101,260937251012,2800,26093,2
49,260937448001015,26093744800,260937448001,2800,26093,2
50,260937448001027,26093744800,260937448001,2800,26093,2
51,260937448001020,26093744800,260937448001,2800,26093,2
52,260937448001021,26093744800,260937448001,2800,26093,2
53,260937448001028,26093744800,260937448001,2800,26093,2
54,260937251013048,26093725101,260937251013,2800,26093,2
55,260937448001005,26093744800,260937448001,2800,26093,2
56,260937251013008,26093725101,260937251013,2800,26093,2
57,260937101002004,26093710100,260937101002,2800,26093,2
58,260937105001005,26093710500,260937105001,2800,26093,2
59,260937251013013,26093725101,260937251013,2800,26093,2
60,260937101002005,26093710100,260937101002,2800,26093,2
61,260937101003008,26093710100,260937101003,2800,26093,2
62,260937105001007,26093710500,260937105001,2800,26093,2
63,260937251013039,26093725101,260937251013,2800,26093,2
64,260937101002001,26093710100,260937101002,2800,26093,2
65,260937101002000,26093710100,260937101002,2800,26093,2
66,260937101002002,26093710100,260937101002,2800,26093,2
67,260937424033012,26093742403,260937424033,2800,26093,2
68,260937101003009,26093710100,260937101003,2800,26093,2
69,260937251013036,26093725101,260937251013,2800,26093,2
70,260937424034006,26093742403,260937424034,2800,26093,2
71,260937101002009,26093710100,260937101002,2800,26093,2
72,260937408001002,26093740800,260937408001,2800,26093,2
73,260937442001023,26093744200,260937442001,2800,26093,2
74,260937101003005,26093710100,260937101003,2800,26093,2
75,260937101003006,26093710100,260937101003,2800,26093,2
76,260937101003007,26093710100,260937101003,2800,26093,2
77,260937131001013,26093713100,260937131001,2800,26093,2
78,260937131001014,26093713100,260937131001,2800,26093,2
79,260937126011000,26093712601,260937126011,2800,26093,2
80,260937121012014,26093712101,260937121012,2800,26093,2
81,260937121012001,26093712101,260937121012,2800,26093,2
82,260937121012007,26093712101,260937121012,2800,26093,2
83,260937121012006,26093712101,260937121012,2800,26093,2
84,260937446001008,26093744600,260937446001,2800,26093,2
85,260937446001005,26093744600,260937446001,2800,26093,2
86,260937135002009,26093713500,260937135002,2800,26093,2
87,260937126011007,26093712601,260937126011,2800,26093,2
88,260937126011009,26093712601,260937126011,2800,26093,2
89,260937126011001,26093712601,260937126011,2800,26093,2
90,260937211002095,26093721100,260937211002,2800,26093,2
91,260937434001008,26093743400,260937434001,2800,26093,2
92,260937448003002,26093744800,260937448003,2800,26093,2
93,260937135001001,26093713500,260937135001,2800,26093,2
94,260937135001005,26093713500,260937135001,2800,26093,2
95,260937135001007,26093713500,260937135001,2800,26093,2
96,260937135001004,26093713500,260937135001,2800,26093,2
97,260937336041013,26093733604,260937336041,2800,26093,2
98,260937336032010,26093733603,260937336032,2800,26093,2
99,260937406001007,26093740600,260937406001,2800,26093,2
100,260937433001011,26093743300,260937433001,2800,26093,2
101,260937449001007,26093744900,260937449001,2800,26093,2
102,260937449002000,26093744900,260937449002,2800,26093,2
103,260937438001037,26093743800,260937438001,2800,26093,2
104,260937221002002,26093722100,260937221002,2800,26093,2
105,260937201002020,26093720100,260937201002,2800,26093,2
106,260937240011040,26093724001,260937240011,2800,26093,2
107,260937436001016,26093743600,260937436001,2800,26093,2
108,260937321001021,26093732100,260937321001,2800,26093,2
109,260937301021009,26093730102,260937301021,2800,26093,2
110,260937301022012,26093730102,260937301022,2800,26093,2
111,260937406001000,26093740600,260937406001,2800,26093,2
112,260937311003007,26093731100,260937311003,2800,26093,2
113,260937301021007,26093730102,260937301021,2800,26093,2
114,260937301022019,26093730102,260937301022,2800,26093,2
115,260937311003008,26093731100,260937311003,2800,26093,2
116,260937425001003,26093742500,260937425001,2800,26093,2
117,260937311002005,26093731100,260937311002,2800,26093,2
118,260937425001007,26093742500,260937425001,2800,26093,2
119,260937301022025,26093730102,260937301022,2800,26093,2
120,260937425001005,26093742500,260937425001,2800,26093,2
121,260937425001010,26093742500,260937425001,2800,26093,2
122,260937406002009,26093740600,260937406002,2800,26093,2
123,260937311002006,26093731100,260937311002,2800,26093,2
124,260937301021011,26093730102,260937301021,2800,26093,2
125,260937402002007,26093740200,260937402002,2800,26093,2
126,260937301012014,26093730101,260937301012,2800,26093,2
127,260937301011012,26093730101,260937301011,2800,26093,2
128,260937407002008,26093740700,260937407002,2800,26093,2
129,260937407001022,26093740700,260937407001,2800,26093,2
130,260937311002007,26093731100,260937311002,2800,26093,2
131,260937402003000,26093740200,260937402003,2800,26093,2
132,260937407001007,26093740700,260937407001,2800,26093,2
133,260937405001001,26093740500,260937405001,2800,26093,2
134,260937211001032,26093721100,260937211001,2800,26093,2
135,260937211001031,26093721100,260937211001,2800,26093,2
136,260937211002052,26093721100,260937211002,2800,26093,2
137,260937331001016,26093733100,260937331001,2800,26093,2
138,260937336032002,26093733603,260937336032,2800,26093,2
139,260937336031026,26093733603,260937336031,2800,26093,2
140,260937336032013,26093733603,260937336032,2800,26093,2
141,260937336031015,26093733603,260937336031,2800,26093,2
142,260937336031020,26093733603,260937336031,2800,26093,2
143,260937336031037,26093733603,260937336031,2800,26093,2
144,260937336031023,26093733603,260937336031,2800,26093,2
145,260937121011006,26093712101,260937121011,2800,26093,2
146,260937336031022,26093733603,260937336031,2800,26093,2
147,260937336032014,26093733603,260937336032,2800,26093,2
148,260937336041008,26093733604,260937336041,2800,26093,2
149,260937336032007,26093733603,260937336032,2800,26093,2
150,260937336041001,26093733604,260937336041,2800,26093,2
151,260937251013004,26093725101,260937251013,2800,26093,2
152,260937336041007,26093733604,260937336041,2800,26093,2
153,260937311001023,26093731100,260937311001,2800,26093,2
154,260937321001002,26093732100,260937321001,2800,26093,2
155,260937311001025,26093731100,260937311001,2800,26093,2
156,260937306001016,26093730600,260937306001,2800,26093,2
157,260937331001005,26093733100,260937331001,2800,26093,2
158,260937306001012,26093730600,260937306001,2800,26093,2
159,260937306001013,26093730600,260937306001,2800,26093,2
160,260937331002001,26093733100,260937331002,2800,26093,2
161,260937131002001,26093713100,260937131002,2800,26093,2
162,260937436002013,26093743600,260937436002,2800,26093,2
163,260937442003013,26093744200,260937442003,2800,26093,2
164,260937442004029,26093744200,260937442004,2800,26093,2
165,260937437001005,26093743700,260937437001,2800,26093,2
166,260937436002006,26093743600,260937436002,2800,26093,2
167,260937447002004,26093744700,260937447002,2800,26093,2
168,260937447002010,26093744700,260937447002,2800,26093,2
169,260937336031008,26093733603,260937336031,2800,26093,2
170,260937447002020,26093744700,260937447002,2800,26093,2
171,260937438002008,26093743800,260937438002,2800,26093,2
172,260937448003008,26093744800,260937448003,2800,26093,2
173,260937447001010,26093744700,260937447001,2800,26093,2
174,260937447002026,26093744700,260937447002,2800,26093,2
175,260937447001009,26093744700,260937447001,2800,26093,2
176,260937336031039,26093733603,260937336031,2800,26093,2
177,260937447001019,26093744700,260937447001,2800,26093,2
178,260937321001046,26093732100,260937321001,2800,26093,2
179,260937336032008,26093733603,260937336032,2800,26093,2
180,260937321002028,26093732100,260937321002,2800,26093,2
181,260937438001009,26093743800,260937438001,2800,26093,2
182,260937437001018,26093743700,260937437001,2800,26093,2
183,260937223001022,26093722300,260937223001,2800,26093,2
184,260937223001023,26093722300,260937223001,2800,26093,2
185,260937223001024,26093722300,260937223001,2800,26093,2
186,260937223001028,26093722300,260937223001,2800,26093,2
187,260937223001029,26093722300,260937223001,2800,26093,2
188,260937223001011,26093722300,260937223001,2800,26093,2
189,260937223002012,26093722300,260937223002,2800,26093,2
190,260937223002011,26093722300,260937223002,2800,26093,2
191,260937223002025,26093722300,260937223002,2800,26093,2
192,260937110002032,26093711000,260937110002,2800,26093,2
193,260937221001027,26093722100,260937221001,2800,26093,2
194,260937221001026,26093722100,260937221001,2800,26093,2
195,260937223002017,26093722300,260937223002,2800,26093,2
196,260937223002023,26093722300,260937223002,2800,26093,2
197,260937223002021,26093722300,260937223002,2800,26093,2
198,260937221001030,26093722100,260937221001,2800,26093,2
199,260937240011001,26093724001,260937240011,2800,26093,2
200,260937221001031,26093722100,260937221001,2800,26093,2
201,260937107001007,26093710700,260937107001,2800,26093,2
202,260937201001005,26093720100,260937201001,2800,26093,2
203,260937225001002,26093722500,260937225001,2800,26093,2
204,260937225001027,26093722500,260937225001,2800,26093,2
205,260937221002018,26093722100,260937221002,2800,26093,2
206,260937240023024,26093724002,260937240023,2800,26093,2
207,260937131002009,26093713100,260937131002,2800,26093,2
208,260937240011003,26093724001,260937240011,2800,26093,2
209,260937240011004,26093724001,260937240011,2800,26093,2
210,260937240011005,26093724001,260937240011,2800,26093,2
211,260937201001011,26093720100,260937201001,2800,26093,2
212,260937225001031,26093722500,260937225001,2800,26093,2
213,260937225001038,26093722500,260937225001,2800,26093,2
214,260937225001041,26093722500,260937225001,2800,26093,2
215,260937225001053,26093722500,260937225001,2800,26093,2
216,260937225001051,26093722500,260937225001,2800,26093,2
217,260937240011010,26093724001,260937240011,2800,26093,2
218,260937240023004,26093724002,260937240023,2800,26093,2
219,260937403001001,26093740300,260937403001,2800,26093,2
220,260937406002007,26093740600,260937406002,2800,26093,2
221,260937131003020,26093713100,260937131003,2800,26093,2
222,260937446001018,26093744600,260937446001,2800,26093,2
223,260937408003007,26093740800,260937408003,2800,26093,2
224,260937103002014,26093710300,260937103002,2800,26093,2
225,260937446001000,26093744600,260937446001,2800,26093,2
226,260937137003009,26093713700,260937137003,2800,26093,2
227,260937223002013,26093722300,260937223002,2800,26093,2
228,260937131002014,26093713100,260937131002,2800,26093,2
229,260937225001057,26093722500,260937225001,2800,26093,2
230,260937137001003,26093713700,260937137001,2800,26093,2
231,260937137001004,26093713700,260937137001,2800,26093,2
232,260937321001018,26093732100,260937321001,2800,26093,2
233,260937408002002,26093740800,260937408002,2800,26093,2
234,260937408002000,26093740800,260937408002,2800,26093,2
235,260937408002001,26093740800,260937408002,2800,26093,2
236,260937336031050,26093733603,260937336031,2800,26093,2
237,260937336042013,26093733604,260937336042,2800,26093,2
238,260937336042014,26093733604,260937336042,2800,26093,2
239,260937331001015,26093733100,260937331001,2800,26093,2
240,260937336042000,26093733604,260937336042,2800,26093,2
241,260937336031019,26093733603,260937336031,2800,26093,2
242,260937434001002,26093743400,260937434001,2800,26093,2
243,260937439002001,26093743900,260937439002,2800,26093,2
244,260937336031011,26093733603,260937336031,2800,26093,2
245,260937336031049,26093733603,260937336031,2800,26093,2
246,260937110001031,26093711000,260937110001,2800,26093,2
247,260937438002031,26093743800,260937438002,2800,26093,2
248,260937438001021,26093743800,260937438001,2800,26093,2
249,260937447002013,26093744700,260937447002,2800,26093,2
250,260937438002005,26093743800,260937438002,2800,26093,2
251,260937438001000,26093743800,260937438001,2800,26093,2
252,260937447001016,26093744700,260937447001,2800,26093,2
253,260937211002009,26093721100,260937211002,2800,26093,2
254,260937321002036,26093732100,260937321002,2800,26093,2
255,260937211002037,26093721100,260937211002,2800,26093,2
256,260937121011013,26093712101,260937121011,2800,26093,2
257,260937240011008,26093724001,260937240011,2800,26093,2
258,260937447002035,26093744700,260937447002,2800,26093,2
259,260937321002033,26093732100,260937321002,2800,26093,2
260,260937438001027,26093743800,260937438001,2800,26093,2
261,260937438003023,26093743800,260937438003,2800,26093,2
262,260937438003032,26093743800,260937438003,2800,26093,2
263,260937438001029,26093743800,260937438001,2800,26093,2
264,260937211002023,26093721100,260937211002,2800,26093,2
265,260937105001014,26093710500,260937105001,2800,26093,2
266,260937110002077,26093711000,260937110002,2800,26093,2
267,260937110002039,26093711000,260937110002,2800,26093,2
268,260937107001011,26093710700,260937107001,2800,26093,2
269,260937422011023,26093742201,260937422011,2800,26093,2
270,260937107001031,26093710700,260937107001,2800,26093,2
271,260937311002001,26093731100,260937311002,2800,26093,2
272,260937301012003,26093730101,260937301012,2800,26093,2
273,260937126013007,26093712601,260937126013,2800,26093,2
274,260937240023019,26093724002,260937240023,2800,26093,2
275,260937240031009,26093724003,260937240031,2800,26093,2
276,260937135002020,26093713500,260937135002,2800,26093,2
277,260937103001036,26093710300,260937103001,2800,26093,2
278,260937211002093,26093721100,260937211002,2800,26093,2
279,260937223001002,26093722300,260937223001,2800,26093,2
280,260937211002092,26093721100,260937211002,2800,26093,2
281,260937425001000,26093742500,260937425001,2800,26093,2
282,260937405001022,26093740500,260937405001,2800,26093,2
283,260937435001024,26093743500,260937435001,2800,26093,2
284,260937223001010,26093722300,260937223001,2800,26093,2
285,260937336031005,26093733603,260937336031,2800,26093,2
286,260937221001032,26093722100,260937221001,2800,26093,2
287,260937240011016,26093724001,260937240011,2800,26093,2
288,260937442001044,26093744200,260937442001,2800,26093,2
289,260937250002001,26093725000,260937250002,2800,26093,2
290,260937250002003,26093725000,260937250002,2800,26093,2
291,260937211002014,26093721100,260937211002,2800,26093,2
292,260937211002021,26093721100,260937211002,2800,26093,2
293,260937211002035,26093721100,260937211002,2800,26093,2
294,260937211002006,26093721100,260937211002,2800,26093,2
295,260937411003001,26093741100,260937411003,2800,26093,2
296,260937211002019,26093721100,260937211002,2800,26093,2
297,260937211002029,26093721100,260937211002,2800,26093,2
298,260937103002015,26093710300,260937103002,2800,26093,2
299,260937223002014,26093722300,260937223002,2800,26093,2
300,260937336032004,26093733603,260937336032,2800,26093,2
301,260937336031021,26093733603,260937336031,2800,26093,2
302,260937131002007,26093713100,260937131002,2800,26093,2
303,260937447002000,26093744700,260937447002,2800,26093,2
304,260937427001022,26093742700,260937427001,2800,26093,2
305,260937438002011,26093743800,260937438002,2800,26093,2
306,260937448001006,26093744800,260937448001,2800,26093,2
307,260937437002003,26093743700,260937437002,2800,26093,2
308,260937250001006,26093725000,260937250001,2800,26093,2
309,260937447002003,26093744700,260937447002,2800,26093,2
310,260937110002044,26093711000,260937110002,2800,26093,2
311,260937201001022,26093720100,260937201001,2800,26093,2
312,260937133001021,26093713300,260937133001,2800,26093,2
313,260937240023023,26093724002,260937240023,2800,26093,2
314,260937225001014,26093722500,260937225001,2800,26093,2
315,260937135001000,26093713500,260937135001,2800,26093,2
316,260937137002007,26093713700,260937137002,2800,26093,2
317,260937240022000,26093724002,260937240022,2800,26093,2
318,260937121011016,26093712101,260937121011,2800,26093,2
319,260937137003014,26093713700,260937137003,2800,26093,2
320,260937225001060,26093722500,260937225001,2800,26093,2
321,260937126013006,26093712601,260937126013,2800,26093,2
322,260937137001000,26093713700,260937137001,2800,26093,2
323,260937250006048,26093725000,260937250006,2800,26093,2
324,260937251012015,26093725101,260937251012,2800,26093,2
325,260937251012021,26093725101,260937251012,2800,26093,2
326,260937251012022,26093725101,260937251012,2800,26093,2
327,260937250006022,26093725000,260937250006,2800,26093,2
328,260937250006050,26093725000,260937250006,2800,26093,2
329,260937250006052,26093725000,260937250006,2800,26093,2
330,260937251013010,26093725101,260937251013,2800,26093,2
331,260937250006016,26093725000,260937250006,2800,26093,2
332,260937250004009,26093725000,260937250004,2800,26093,2
333,260937250006030,26093725000,260937250006,2800,26093,2
334,260937250004008,26093725000,260937250004,2800,26093,2
335,260937416011001,26093741601,260937416011,2800,26093,2
336,260937425002027,26093742500,260937425002,2800,26093,2
337,260937442001030,26093744200,260937442001,2800,26093,2
338,260937321001004,26093732100,260937321001,2800,26093,2
339,260937211001004,26093721100,260937211001,2800,26093,2
340,260937201002002,26093720100,260937201002,2800,26093,2
341,260937105001001,26093710500,260937105001,2800,26093,2
342,260937201001007,26093720100,260937201001,2800,26093,2
343,260937211002005,26093721100,260937211002,2800,26093,2
344,260937436002011,26093743600,260937436002,2800,26093,2
345,260937301021004,26093730102,260937301021,2800,26093,2
346,260937211001037,26093721100,260937211001,2800,26093,2
347,260937103001026,26093710300,260937103001,2800,26093,2
348,260937110001043,26093711000,260937110001,2800,26093,2
349,260937211001049,26093721100,260937211001,2800,26093,2
350,260937110002058,26093711000,260937110002,2800,26093,2
351,260937110001027,26093711000,260937110001,2800,26093,2
352,260937211002062,26093721100,260937211002,2800,26093,2
353,260937211002061,26093721100,260937211002,2800,26093,2
354,260937211002049,26093721100,260937211002,2800,26093,2
355,260937211002048,26093721100,260937211002,2800,26093,2
356,260937211002076,26093721100,260937211002,2800,26093,2
357,260937211002080,26093721100,260937211002,2800,26093,2
358,260937240031002,26093724003,260937240031,2800,26093,2
359,260937416023010,26093741602,260937416023,2800,26093,2
360,260937434002002,26093743400,260937434002,2800,26093,2
361,260937121012004,26093712101,260937121012,2800,26093,2
362,260937240031008,26093724003,260937240031,2800,26093,2
363,260937240031003,26093724003,260937240031,2800,26093,2
364,260937211002103,26093721100,260937211002,2800,26093,2
365,260937240031013,26093724003,260937240031,2800,26093,2
366,260937240022007,26093724002,260937240022,2800,26093,2
367,260937446001003,26093744600,260937446001,2800,26093,2
368,260937121011002,26093712101,260937121011,2800,26093,2
369,260937240023000,26093724002,260937240023,2800,26093,2
370,260937211001016,26093721100,260937211001,2800,26093,2
371,260937211001035,26093721100,260937211001,2800,26093,2
372,260937211001034,26093721100,260937211001,2800,26093,2
373,260937110002060,26093711000,260937110002,2800,26093,2
374,260937439001012,26093743900,260937439001,2800,26093,2
375,260937439001010,26093743900,260937439001,2800,26093,2
376,260937438003004,26093743800,260937438003,2800,26093,2
377,260937439001009,26093743900,260937439001,2800,26093,2
378,260937336041002,26093733604,260937336041,2800,26093,2
379,260937438003009,26093743800,260937438003,2800,26093,2
380,260937438003005,26093743800,260937438003,2800,26093,2
381,260937439001008,26093743900,260937439001,2800,26093,2
382,260937225001005,26093722500,260937225001,2800,26093,2
383,260937439001013,26093743900,260937439001,2800,26093,2
384,260937439002008,26093743900,260937439002,2800,26093,2
385,260937439002006,26093743900,260937439002,2800,26093,2
386,260937336041011,26093733604,260937336041,2800,26093,2
387,260937439002012,26093743900,260937439002,2800,26093,2
388,260937336041015,26093733604,260937336041,2800,26093,2
389,260937336041016,26093733604,260937336041,2800,26093,2
390,260937336041014,26093733604,260937336041,2800,26093,2
391,260937439002013,26093743900,260937439002,2800,26093,2
392,260937439002014,26093743900,260937439002,2800,26093,2
393,260937240011029,26093724001,260937240011,2800,26093,2
394,260937405001012,26093740500,260937405001,2800,26093,2
395,260937135002021,26093713500,260937135002,2800,26093,2
396,260937405001034,26093740500,260937405001,2800,26093,2
397,260937422021021,26093742202,260937422021,2800,26093,2
398,260937422022013,26093742202,260937422022,2800,26093,2
399,260937429003000,26093742900,260937429003,2800,26093,2
400,260937407002000,26093740700,260937407002,2800,26093,2
401,260937407002005,26093740700,260937407002,2800,26093,2
402,260937407001012,26093740700,260937407001,2800,26093,2
403,260937407001014,26093740700,260937407001,2800,26093,2
404,260937407001015,26093740700,260937407001,2800,26093,2
405,260937402001017,26093740200,260937402001,2800,26093,2
406,260937402002010,26093740200,260937402002,2800,26093,2
407,260937126022006,26093712602,260937126022,2800,26093,2
408,260937121022024,26093712102,260937121022,2800,26093,2
409,260937321001020,26093732100,260937321001,2800,26093,2
410,260937321001035,26093732100,260937321001,2800,26093,2
411,260937321001037,26093732100,260937321001,2800,26093,2
412,260937321001034,26093732100,260937321001,2800,26093,2
413,260937321001009,26093732100,260937321001,2800,26093,2
414,260937131003016,26093713100,260937131003,2800,26093,2
415,260937321001055,26093732100,260937321001,2800,26093,2
416,260937321001028,26093732100,260937321001,2800,26093,2
417,260937321002000,26093732100,260937321002,2800,26093,2
418,260937225001007,26093722500,260937225001,2800,26093,2
419,260937137003013,26093713700,260937137003,2800,26093,2
420,260937251012023,26093725101,260937251012,2800,26093,2
421,260937250006038,26093725000,260937250006,2800,26093,2
422,260937250006040,26093725000,260937250006,2800,26093,2
423,260937250004020,26093725000,260937250004,2800,26093,2
424,260937251012002,26093725101,260937251012,2800,26093,2
425,260937251011019,26093725101,260937251011,2800,26093,2
426,260937250006005,26093725000,260937250006,2800,26093,2
427,260937251012013,26093725101,260937251012,2800,26093,2
428,260937135002019,26093713500,260937135002,2800,26093,2
429,260937403001004,26093740300,260937403001,2800,26093,2
430,260937135002018,26093713500,260937135002,2800,26093,2
431,260937131001022,26093713100,260937131001,2800,26093,2
432,260937407001001,26093740700,260937407001,2800,26093,2
433,260937331002020,26093733100,260937331002,2800,26093,2
434,260937301022009,26093730102,260937301022,2800,26093,2
435,260937402001012,26093740200,260937402001,2800,26093,2
436,260937425001011,26093742500,260937425001,2800,26093,2
437,260937301012007,26093730101,260937301012,2800,26093,2
438,260937427002000,26093742700,260937427002,2800,26093,2
439,260937121021016,26093712102,260937121021,2800,26093,2
440,260937126022009,26093712602,260937126022,2800,26093,2
441,260937103001033,26093710300,260937103001,2800,26093,2
442,260937133001010,26093713300,260937133001,2800,26093,2
443,260937126012002,26093712601,260937126012,2800,26093,2
444,260937250001005,26093725000,260937250001,2800,26093,2
445,260937446001035,26093744600,260937446001,2800,26093,2
446,260937438002004,26093743800,260937438002,2800,26093,2
447,260937438001010,26093743800,260937438001,2800,26093,2
448,260937436001013,26093743600,260937436001,2800,26093,2
449,260937437002026,26093743700,260937437002,2800,26093,2
450,260937433001027,26093743300,260937433001,2800,26093,2
451,260937251013035,26093725101,260937251013,2800,26093,2
452,260937251012046,26093725101,260937251012,2800,26093,2
453,260937251012049,26093725101,260937251012,2800,26093,2
454,260937422013006,26093742201,260937422013,2800,26093,2
455,260937126012008,26093712601,260937126012,2800,26093,2
456,260937126012017,26093712601,260937126012,2800,26093,2
457,260937211001054,26093721100,260937211001,2800,26093,2
458,260937126021010,26093712602,260937126021,2800,26093,2
459,260937131001002,26093713100,260937131001,2800,26093,2
460,260937438001036,26093743800,260937438001,2800,26093,2
461,260937131002015,26093713100,260937131002,2800,26093,2
462,260937250002002,26093725000,260937250002,2800,26093,2
463,260937250002010,26093725000,260937250002,2800,26093,2
464,260937250004000,26093725000,260937250004,2800,26093,2
465,260937250005000,26093725000,260937250005,2800,26093,2
466,260937250005004,26093725000,260937250005,2800,26093,2
467,260937240022010,26093724002,260937240022,2800,26093,2
468,260937240012004,26093724001,260937240012,2800,26093,2
469,260937240012008,26093724001,260937240012,2800,26093,2
470,260937121012018,26093712101,260937121012,2800,26093,2
471,260937121012005,26093712101,260937121012,2800,26093,2
472,260937121012011,26093712101,260937121012,2800,26093,2
473,260937439003008,26093743900,260937439003,2800,26093,2
474,260937416023011,26093741602,260937416023,2800,26093,2
475,260937444002002,26093744400,260937444002,2800,26093,2
476,260937444002012,26093744400,260937444002,2800,26093,2
477,260937416012011,26093741601,260937416012,2800,26093,2
478,260937250002000,26093725000,260937250002,2800,26093,2
479,260937250006017,26093725000,260937250006,2800,26093,2
480,260937424034015,26093742403,260937424034,2800,26093,2
481,260937331001017,26093733100,260937331001,2800,26093,2
482,260937336031009,26093733603,260937336031,2800,26093,2
483,260937240031028,26093724003,260937240031,2800,26093,2
484,260937336031043,26093733603,260937336031,2800,26093,2
485,260937240031029,26093724003,260937240031,2800,26093,2
486,260937424034005,26093742403,260937424034,2800,26093,2
487,260937424034007,26093742403,260937424034,2800,26093,2
488,260937424034004,26093742403,260937424034,2800,26093,2
489,260937427002020,26093742700,260937427002,2800,26093,2
490,260937408003008,26093740800,260937408003,2800,26093,2
491,260937433001029,26093743300,260937433001,2800,26093,2
492,260937446001033,26093744600,260937446001,2800,26093,2
493,260937416023009,26093741602,260937416023,2800,26093,2
494,260937427002012,26093742700,260937427002,2800,26093,2
495,260937336032015,26093733603,260937336032,2800,26093,2
496,260937447001001,26093744700,260937447001,2800,26093,2
497,260937135001010,26093713500,260937135001,2800,26093,2
498,260937221002020,26093722100,260937221002,2800,26093,2
499,260937107001000,26093710700,260937107001,2800,26093,2
500,260937110001037,26093711000,260937110001,2800,26093,2
501,260937103001010,26093710300,260937103001,2800,26093,2
502,260937110002053,26093711000,260937110002,2800,26093,2
503,260937107001039,26093710700,260937107001,2800,26093,2
504,260937110001060,26093711000,260937110001,2800,26093,2
505,260937121021007,26093712102,260937121021,2800,26093,2
506,260937133001016,26093713300,260937133001,2800,26093,2
507,260937121022012,26093712102,260937121022,2800,26093,2
508,260937121022020,26093712102,260937121022,2800,26093,2
509,260937438002000,26093743800,260937438002,2800,26093,2
510,260937436002012,26093743600,260937436002,2800,26093,2
511,260937436002004,26093743600,260937436002,2800,26093,2
512,260937250003010,26093725000,260937250003,2800,26093,2
513,260937416021003,26093741602,260937416021,2800,26093,2
514,260937446001006,26093744600,260937446001,2800,26093,2
515,260937448003006,26093744800,260937448003,2800,26093,2
516,260937448001011,26093744800,260937448001,2800,26093,2
517,260937422013008,26093742201,260937422013,2800,26093,2
518,260937424034008,26093742403,260937424034,2800,26093,2
519,260937223001034,26093722300,260937223001,2800,26093,2
520,260937416012021,26093741601,260937416012,2800,26093,2
521,260937409002008,26093740900,260937409002,2800,26093,2
522,260937211001005,26093721100,260937211001,2800,26093,2
523,260937336032000,26093733603,260937336032,2800,26093,2
524,260937442003008,26093744200,260937442003,2800,26093,2
525,260937447001008,26093744700,260937447001,2800,26093,2
526,260937435001002,26093743500,260937435001,2800,26093,2
527,260937435001010,26093743500,260937435001,2800,26093,2
528,260937438003007,26093743800,260937438003,2800,26093,2
529,260937425002029,26093742500,260937425002,2800,26093,2
530,260937438001025,26093743800,260937438001,2800,26093,2
531,260937438001019,26093743800,260937438001,2800,26093,2
532,260937438001016,26093743800,260937438001,2800,26093,2
533,260937121011009,26093712101,260937121011,2800,26093,2
534,260937240031021,26093724003,260937240031,2800,26093,2
535,260937110002065,26093711000,260937110002,2800,26093,2
536,260937250001002,26093725000,260937250001,2800,26093,2
