,GEOID10,BLKGRPID,TRACTID,TRACT,BLKGRP,STATEFP,COUNTYFP,TRACTCE,PUMA,REGION
0,261635647002,261635647002,26163564700,564700,2,26,163,564700,3201,4
1,261635032001,261635032001,26163503200,503200,1,26,163,503200,3210,4
2,261635020002,261635020002,26163502000,502000,2,26,163,502000,3211,4
3,261635807001,261635807001,26163580700,580700,1,26,163,580700,3207,4
4,261635342003,261635342003,26163534200,534200,3,26,163,534200,3208,4
5,261635337001,261635337001,26163533700,533700,1,26,163,533700,3212,4
6,261635334005,261635334005,26163533400,533400,5,26,163,533400,3212,4
7,261635334001,261635334001,26163533400,533400,1,26,163,533400,3212,4
8,261635248001,261635248001,26163524800,524800,1,26,163,524800,3212,4
9,261635044003,261635044003,26163504400,504400,3,26,163,504400,3210,4
10,261635041002,261635041002,26163504100,504100,2,26,163,504100,3210,4
11,261635776003,261635776003,26163577600,577600,3,26,163,577600,3207,4
12,261635770001,261635770001,26163577000,577000,1,26,163,577000,3207,4
13,261635512004,261635512004,26163551200,551200,4,26,163,551200,3213,4
14,261635512002,261635512002,26163551200,551200,2,26,163,551200,3213,4
15,261635509001,261635509001,26163550900,550900,1,26,163,550900,3213,4
16,261635256001,261635256001,26163525600,525600,1,26,163,525600,3212,4
17,261635816001,261635816001,26163581600,581600,1,26,163,581600,3206,4
18,261635812001,261635812001,26163581200,581200,1,26,163,581200,3206,4
19,261635579003,261635579003,26163557900,557900,3,26,163,557900,3202,4
20,261635640002,261635640002,26163564000,564000,2,26,163,564000,3201,4
21,261635991001,261635991001,26163599100,599100,1,26,163,599100,3206,4
22,261635342005,261635342005,26163534200,534200,5,26,163,534200,3208,4
23,261635185002,261635185002,26163518500,518500,2,26,163,518500,3213,4
24,261635173002,261635173002,26163517300,517300,2,26,163,517300,3211,4
25,261635145002,261635145002,26163514500,514500,2,26,163,514500,3211,4
26,261635153003,261635153003,26163515300,515300,3,26,163,515300,3211,4
27,261635081005,261635081005,26163508100,508100,5,26,163,508100,3210,4
28,261635081002,261635081002,26163508100,508100,2,26,163,508100,3210,4
29,261635074001,261635074001,26163507400,507400,1,26,163,507400,3210,4
30,261635841002,261635841002,26163584100,584100,2,26,163,584100,3205,4
31,261635409001,261635409001,26163540900,540900,1,26,163,540900,3208,4
32,261635715001,261635715001,26163571500,571500,1,26,163,571500,3203,4
33,261635008002,261635008002,26163500800,500800,2,26,163,500800,3213,4
34,261635006004,261635006004,26163500600,500600,4,26,163,500600,3210,4
35,261635006003,261635006003,26163500600,500600,3,26,163,500600,3210,4
36,261635005003,261635005003,26163500500,500500,3,26,163,500500,3210,4
37,261635004002,261635004002,26163500400,500400,2,26,163,500400,3210,4
38,261635303002,261635303002,26163530300,530300,2,26,163,530300,3209,4
39,261635262001,261635262001,26163526200,526200,1,26,163,526200,3212,4
40,261635042004,261635042004,26163504200,504200,4,26,163,504200,3210,4
41,261635107001,261635107001,26163510700,510700,1,26,163,510700,3210,4
42,261635264002,261635264002,26163526400,526400,2,26,163,526400,3212,4
43,261635503002,261635503002,26163550300,550300,2,26,163,550300,3213,4
44,261635507006,261635507006,26163550700,550700,6,26,163,550700,3213,4
45,261635580004,261635580004,26163558000,558000,4,26,163,558000,3202,4
46,261635684003,261635684003,26163568400,568400,3,26,163,568400,3204,4
47,261635055002,261635055002,26163505500,505500,2,26,163,505500,3210,4
48,261635036003,261635036003,26163503600,503600,3,26,163,503600,3210,4
49,261635796002,261635796002,26163579600,579600,2,26,163,579600,3207,4
50,261635770003,261635770003,26163577000,577000,3,26,163,577000,3207,4
51,261635809004,261635809004,26163580900,580900,4,26,163,580900,3207,4
52,261635512005,261635512005,26163551200,551200,5,26,163,551200,3213,4
53,261635856001,261635856001,26163585600,585600,1,26,163,585600,3205,4
54,261635581003,261635581003,26163558100,558100,3,26,163,558100,3202,4
55,261635771004,261635771004,26163577100,577100,4,26,163,577100,3207,4
56,261635518001,261635518001,26163551800,551800,1,26,163,551800,3213,4
57,261635517001,261635517001,26163551700,551700,1,26,163,551700,3213,4
58,261635318003,261635318003,26163531800,531800,3,26,163,531800,3212,4
59,261635775004,261635775004,26163577500,577500,4,26,163,577500,3207,4
60,261635639001,261635639001,26163563900,563900,1,26,163,563900,3201,4
61,261635679001,261635679001,26163567900,567900,1,26,163,567900,3204,4
62,261635568001,261635568001,26163556800,556800,1,26,163,556800,3202,4
63,261635069005,261635069005,26163506900,506900,5,26,163,506900,3210,4
64,261635141003,261635141003,26163514100,514100,3,26,163,514100,3211,4
65,261635104003,261635104003,26163510400,510400,3,26,163,510400,3210,4
66,261635079004,261635079004,26163507900,507900,4,26,163,507900,3210,4
67,261635079002,261635079002,26163507900,507900,2,26,163,507900,3210,4
68,261635687001,261635687001,26163568700,568700,1,26,163,568700,3204,4
69,261635638002,261635638002,26163563800,563800,2,26,163,563800,3201,4
70,261635740003,261635740003,26163574000,574000,3,26,163,574000,3203,4
71,261635555002,261635555002,26163555500,555500,2,26,163,555500,3202,4
72,261635461003,261635461003,26163546100,546100,3,26,163,546100,3208,4
73,261635460004,261635460004,26163546000,546000,4,26,163,546000,3208,4
74,261635460002,261635460002,26163546000,546000,2,26,163,546000,3208,4
75,261635301004,261635301004,26163530100,530100,4,26,163,530100,3209,4
76,261635262002,261635262002,26163526200,526200,2,26,163,526200,3212,4
77,261635546004,261635546004,26163554600,554600,4,26,163,554600,3202,4
78,261635548003,261635548003,26163554800,554800,3,26,163,554800,3202,4
79,261639852001,261639852001,26163985200,985200,1,26,163,985200,3211,4
80,261635688002,261635688002,26163568800,568800,2,26,163,568800,3204,4
81,261635214001,261635214001,26163521400,521400,1,26,163,521400,3211,4
82,261635696001,261635696001,26163569600,569600,1,26,163,569600,3204,4
83,261635666001,261635666001,26163566600,566600,1,26,163,566600,3204,4
84,261635412001,261635412001,26163541200,541200,1,26,163,541200,3208,4
85,261635410001,261635410001,26163541000,541000,1,26,163,541000,3208,4
86,261635409003,261635409003,26163540900,540900,3,26,163,540900,3208,4
87,261635407001,261635407001,26163540700,540700,1,26,163,540700,3208,4
88,261635007004,261635007004,26163500700,500700,4,26,163,500700,3210,4
89,261635652003,261635652003,26163565200,565200,3,26,163,565200,3204,4
90,261635411002,261635411002,26163541100,541100,2,26,163,541100,3208,4
91,261635409004,261635409004,26163540900,540900,4,26,163,540900,3208,4
92,261635778001,261635778001,26163577800,577800,1,26,163,577800,3207,4
93,261635951001,261635951001,26163595100,595100,1,26,163,595100,3206,4
94,261635633001,261635633001,26163563300,563300,1,26,163,563300,3201,4
95,261635575004,261635575004,26163557500,557500,4,26,163,557500,3202,4
96,261635667001,261635667001,26163566700,566700,1,26,163,566700,3204,4
97,261635459004,261635459004,26163545900,545900,4,26,163,545900,3208,4
98,261635629002,261635629002,26163562900,562900,2,26,163,562900,3201,4
99,261635773002,261635773002,26163577300,577300,2,26,163,577300,3207,4
100,261635573001,261635573001,26163557300,557300,1,26,163,557300,3202,4
101,261635553001,261635553001,26163555300,555300,1,26,163,555300,3202,4
102,261635034002,261635034002,26163503400,503400,2,26,163,503400,3210,4
103,261635031002,261635031002,26163503100,503100,2,26,163,503100,3210,4
104,261635019003,261635019003,26163501900,501900,3,26,163,501900,3211,4
105,261635342004,261635342004,26163534200,534200,4,26,163,534200,3208,4
106,261635334002,261635334002,26163533400,533400,2,26,163,533400,3212,4
107,261635334003,261635334003,26163533400,533400,3,26,163,533400,3212,4
108,261635331002,261635331002,26163533100,533100,2,26,163,533100,3212,4
109,261635247003,261635247003,26163524700,524700,3,26,163,524700,3212,4
110,261635042003,261635042003,26163504200,504200,3,26,163,504200,3210,4
111,261635042001,261635042001,26163504200,504200,1,26,163,504200,3210,4
112,261635039001,261635039001,26163503900,503900,1,26,163,503900,3210,4
113,261635819001,261635819001,26163581900,581900,1,26,163,581900,3206,4
114,261635803003,261635803003,26163580300,580300,3,26,163,580300,3207,4
115,261635512003,261635512003,26163551200,551200,3,26,163,551200,3213,4
116,261635257002,261635257002,26163525700,525700,2,26,163,525700,3212,4
117,261635765003,261635765003,26163576500,576500,3,26,163,576500,3207,4
118,261635369003,261635369003,26163536900,536900,3,26,163,536900,3209,4
119,261635737023,261635737023,26163573702,573702,3,26,163,573702,3203,4
120,261635575001,261635575001,26163557500,557500,1,26,163,557500,3202,4
121,261635645021,261635645021,26163564502,564502,1,26,163,564502,3201,4
122,261635624004,261635624004,26163562400,562400,4,26,163,562400,3201,4
123,261635568002,261635568002,26163556800,556800,2,26,163,556800,3202,4
124,261635453001,261635453001,26163545300,545300,1,26,163,545300,3208,4
125,261635451002,261635451002,26163545100,545100,2,26,163,545100,3208,4
126,261635443002,261635443002,26163544300,544300,2,26,163,544300,3208,4
127,261635213001,261635213001,26163521300,521300,1,26,163,521300,3212,4
128,261635250002,261635250002,26163525000,525000,2,26,163,525000,3212,4
129,261635905004,261635905004,26163590500,590500,4,26,163,590500,3205,4
130,261635364004,261635364004,26163536400,536400,4,26,163,536400,3209,4
131,261635428001,261635428001,26163542800,542800,1,26,163,542800,3208,4
132,261635362002,261635362002,26163536200,536200,2,26,163,536200,3209,4
133,261635842002,261635842002,26163584200,584200,2,26,163,584200,3205,4
134,261635392005,261635392005,26163539200,539200,5,26,163,539200,3209,4
135,261635392001,261635392001,26163539200,539200,1,26,163,539200,3209,4
136,261635388002,261635388002,26163538800,538800,2,26,163,538800,3209,4
137,261635386005,261635386005,26163538600,538600,5,26,163,538600,3209,4
138,261635241002,261635241002,26163524100,524100,2,26,163,524100,3212,4
139,261635683004,261635683004,26163568300,568300,4,26,163,568300,3204,4
140,261635682003,261635682003,26163568200,568200,3,26,163,568200,3204,4
141,261635747003,261635747003,26163574700,574700,3,26,163,574700,3203,4
142,261635730002,261635730002,26163573000,573000,2,26,163,573000,3203,4
143,261635746003,261635746003,26163574600,574600,3,26,163,574600,3203,4
144,261635318001,261635318001,26163531800,531800,1,26,163,531800,3212,4
145,261635316001,261635316001,26163531600,531600,1,26,163,531600,3212,4
146,261635001004,261635001004,26163500100,500100,4,26,163,500100,3210,4
147,261635831002,261635831002,26163583100,583100,2,26,163,583100,3205,4
148,261635699001,261635699001,26163569900,569900,1,26,163,569900,3204,4
149,261635341002,261635341002,26163534100,534100,2,26,163,534100,3212,4
150,261635341001,261635341001,26163534100,534100,1,26,163,534100,3212,4
151,261635336001,261635336001,26163533600,533600,1,26,163,533600,3212,4
152,261635331003,261635331003,26163533100,533100,3,26,163,533100,3212,4
153,261635254002,261635254002,26163525400,525400,2,26,163,525400,3212,4
154,261635247001,261635247001,26163524700,524700,1,26,163,524700,3212,4
155,261635242005,261635242005,26163524200,524200,5,26,163,524200,3212,4
156,261635803001,261635803001,26163580300,580300,1,26,163,580300,3207,4
157,261635513002,261635513002,26163551300,551300,2,26,163,551300,3213,4
158,261635668003,261635668003,26163566800,566800,3,26,163,566800,3204,4
159,261635696003,261635696003,26163569600,569600,3,26,163,569600,3204,4
160,261635857001,261635857001,26163585700,585700,1,26,163,585700,3205,4
161,261635834003,261635834003,26163583400,583400,3,26,163,583400,3205,4
162,261635726003,261635726003,26163572600,572600,3,26,163,572600,3203,4
163,261635763001,261635763001,26163576300,576300,1,26,163,576300,3207,4
164,261635802001,261635802001,26163580200,580200,1,26,163,580200,3207,4
165,261635554002,261635554002,26163555400,555400,2,26,163,555400,3202,4
166,261635546003,261635546003,26163554600,554600,3,26,163,554600,3202,4
167,261635546001,261635546001,26163554600,554600,1,26,163,554600,3202,4
168,261635580002,261635580002,26163558000,558000,2,26,163,558000,3202,4
169,261635697001,261635697001,26163569700,569700,1,26,163,569700,3204,4
170,261635635003,261635635003,26163563500,563500,3,26,163,563500,3201,4
171,261635401003,261635401003,26163540100,540100,3,26,163,540100,3209,4
172,261635401002,261635401002,26163540100,540100,2,26,163,540100,3209,4
173,261635395003,261635395003,26163539500,539500,3,26,163,539500,3209,4
174,261635753003,261635753003,26163575300,575300,3,26,163,575300,3203,4
175,261635242003,261635242003,26163524200,524200,3,26,163,524200,3212,4
176,261635807002,261635807002,26163580700,580700,2,26,163,580700,3207,4
177,261635634001,261635634001,26163563400,563400,1,26,163,563400,3201,4
178,261635669004,261635669004,26163566900,566900,4,26,163,566900,3204,4
179,261635652001,261635652001,26163565200,565200,1,26,163,565200,3204,4
180,261635884002,261635884002,26163588400,588400,2,26,163,588400,3201,4
181,261635751002,261635751002,26163575100,575100,2,26,163,575100,3203,4
182,261635748004,261635748004,26163574800,574800,4,26,163,574800,3203,4
183,261635319001,261635319001,26163531900,531900,1,26,163,531900,3212,4
184,261635003002,261635003002,26163500300,500300,2,26,163,500300,3210,4
185,261635238002,261635238002,26163523800,523800,2,26,163,523800,3212,4
186,261635238003,261635238003,26163523800,523800,3,26,163,523800,3212,4
187,261635623002,261635623002,26163562300,562300,2,26,163,562300,3201,4
188,261635561001,261635561001,26163556100,556100,1,26,163,556100,3202,4
189,261635337002,261635337002,26163533700,533700,2,26,163,533700,3212,4
190,261635332002,261635332002,26163533200,533200,2,26,163,533200,3212,4
191,261635255002,261635255002,26163525500,525500,2,26,163,525500,3212,4
192,261635248003,261635248003,26163524800,524800,3,26,163,524800,3212,4
193,261635248002,261635248002,26163524800,524800,2,26,163,524800,3212,4
194,261635386003,261635386003,26163538600,538600,3,26,163,538600,3209,4
195,261635386002,261635386002,26163538600,538600,2,26,163,538600,3209,4
196,261635687002,261635687002,26163568700,568700,2,26,163,568700,3204,4
197,261635770004,261635770004,26163577000,577000,4,26,163,577000,3207,4
198,261635779003,261635779003,26163577900,577900,3,26,163,577900,3207,4
199,261635806001,261635806001,26163580600,580600,1,26,163,580600,3207,4
200,261635401004,261635401004,26163540100,540100,4,26,163,540100,3209,4
201,261635603001,261635603001,26163560300,560300,1,26,163,560300,3201,4
202,261635542002,261635542002,26163554200,554200,2,26,163,554200,3202,4
203,261635932001,261635932001,26163593200,593200,1,26,163,593200,3206,4
204,261635432001,261635432001,26163543200,543200,1,26,163,543200,3208,4
205,261635647001,261635647001,26163564700,564700,1,26,163,564700,3201,4
206,261635671001,261635671001,26163567100,567100,1,26,163,567100,3204,4
207,261635751001,261635751001,26163575100,575100,1,26,163,575100,3203,4
208,261635327001,261635327001,26163532700,532700,1,26,163,532700,3212,4
209,261635339001,261635339001,26163533900,533900,1,26,163,533900,3211,4
210,261635324001,261635324001,26163532400,532400,1,26,163,532400,3211,4
211,261635318002,261635318002,26163531800,531800,2,26,163,531800,3212,4
212,261635002004,261635002004,26163500200,500200,4,26,163,500200,3210,4
213,261635002002,261635002002,26163500200,500200,2,26,163,500200,3210,4
214,261635240001,261635240001,26163524000,524000,1,26,163,524000,3212,4
215,261635439001,261635439001,26163543900,543900,1,26,163,543900,3208,4
216,261639901000,261639901000,26163990100,990100,0,26,163,990100,3213,4
217,261635649001,261635649001,26163564900,564900,1,26,163,564900,3201,4
218,261635033001,261635033001,26163503300,503300,1,26,163,503300,3210,4
219,261635224001,261635224001,26163522400,522400,1,26,163,522400,3212,4
220,261635055001,261635055001,26163505500,505500,1,26,163,505500,3210,4
221,261635185001,261635185001,26163518500,518500,1,26,163,518500,3213,4
222,261635141004,261635141004,26163514100,514100,4,26,163,514100,3211,4
223,261635161002,261635161002,26163516100,516100,2,26,163,516100,3213,4
224,261635188001,261635188001,26163518800,518800,1,26,163,518800,3211,4
225,261635232002,261635232002,26163523200,523200,2,26,163,523200,3212,4
226,261635862004,261635862004,26163586200,586200,4,26,163,586200,3205,4
227,261635074003,261635074003,26163507400,507400,3,26,163,507400,3210,4
228,261635551001,261635551001,26163555100,555100,1,26,163,555100,3202,4
229,261635696004,261635696004,26163569600,569600,4,26,163,569600,3204,4
230,261635666002,261635666002,26163566600,566600,2,26,163,566600,3204,4
231,261635243003,261635243003,26163524300,524300,3,26,163,524300,3212,4
232,261635532002,261635532002,26163553200,553200,2,26,163,553200,3213,4
233,261635553002,261635553002,26163555300,555300,2,26,163,555300,3202,4
234,261635566003,261635566003,26163556600,556600,3,26,163,556600,3202,4
235,261635612002,261635612002,26163561200,561200,2,26,163,561200,3201,4
236,261635579001,261635579001,26163557900,557900,1,26,163,557900,3202,4
237,261635041003,261635041003,26163504100,504100,3,26,163,504100,3210,4
238,261635035003,261635035003,26163503500,503500,3,26,163,503500,3210,4
239,261635796003,261635796003,26163579600,579600,3,26,163,579600,3207,4
240,261635511003,261635511003,26163551100,551100,3,26,163,551100,3213,4
241,261635819002,261635819002,26163581900,581900,2,26,163,581900,3206,4
242,261635669001,261635669001,26163566900,566900,1,26,163,566900,3204,4
243,261635521005,261635521005,26163552100,552100,5,26,163,552100,3213,4
244,261635518003,261635518003,26163551800,551800,3,26,163,551800,3213,4
245,261635517003,261635517003,26163551700,551700,3,26,163,551700,3213,4
246,261635619001,261635619001,26163561900,561900,1,26,163,561900,3201,4
247,261635577004,261635577004,26163557700,557700,4,26,163,557700,3202,4
248,261635917003,261635917003,26163591700,591700,3,26,163,591700,3206,4
249,261635776001,261635776001,26163577600,577600,1,26,163,577600,3207,4
250,261635845002,261635845002,26163584500,584500,2,26,163,584500,3205,4
251,261635548004,261635548004,26163554800,554800,4,26,163,554800,3202,4
252,261635719003,261635719003,26163571900,571900,3,26,163,571900,3203,4
253,261635580003,261635580003,26163558000,558000,3,26,163,558000,3202,4
254,261635043002,261635043002,26163504300,504300,2,26,163,504300,3210,4
255,261635075003,261635075003,26163507500,507500,3,26,163,507500,3210,4
256,261635073003,261635073003,26163507300,507300,3,26,163,507300,3210,4
257,261635104002,261635104002,26163510400,510400,2,26,163,510400,3210,4
258,261635112001,261635112001,26163511200,511200,1,26,163,511200,3211,4
259,261635079003,261635079003,26163507900,507900,3,26,163,507900,3210,4
260,261635078002,261635078002,26163507800,507800,2,26,163,507800,3210,4
261,261635687003,261635687003,26163568700,568700,3,26,163,568700,3204,4
262,261635970002,261635970002,26163597000,597000,2,26,163,597000,3206,4
263,261635394002,261635394002,26163539400,539400,2,26,163,539400,3209,4
264,261635727004,261635727004,26163572700,572700,4,26,163,572700,3203,4
265,261635731001,261635731001,26163573100,573100,1,26,163,573100,3203,4
266,261635990001,261635990001,26163599000,599000,1,26,163,599000,3206,4
267,261635883003,261635883003,26163588300,588300,3,26,163,588300,3201,4
268,261635673004,261635673004,26163567300,567300,4,26,163,567300,3204,4
269,261635432002,261635432002,26163543200,543200,2,26,163,543200,3208,4
270,261635592001,261635592001,26163559200,559200,1,26,163,559200,3202,4
271,261635753005,261635753005,26163575300,575300,5,26,163,575300,3203,4
272,261635746004,261635746004,26163574600,574600,4,26,163,574600,3203,4
273,261635339002,261635339002,26163533900,533900,2,26,163,533900,3211,4
274,261635324003,261635324003,26163532400,532400,3,26,163,532400,3211,4
275,261635322001,261635322001,26163532200,532200,1,26,163,532200,3211,4
276,261635316002,261635316002,26163531600,531600,2,26,163,531600,3212,4
277,261635002003,261635002003,26163500200,500200,3,26,163,500200,3210,4
278,261635698002,261635698002,26163569800,569800,2,26,163,569800,3204,4
279,261635437003,261635437003,26163543700,543700,3,26,163,543700,3208,4
280,261635411005,261635411005,26163541100,541100,5,26,163,541100,3208,4
281,261635044002,261635044002,26163504400,504400,2,26,163,504400,3210,4
282,261635751003,261635751003,26163575100,575100,3,26,163,575100,3203,4
283,261635678001,261635678001,26163567800,567800,1,26,163,567800,3204,4
284,261635458002,261635458002,26163545800,545800,2,26,163,545800,3208,4
285,261635456005,261635456005,26163545600,545600,5,26,163,545600,3208,4
286,261635456003,261635456003,26163545600,545600,3,26,163,545600,3208,4
287,261635456002,261635456002,26163545600,545600,2,26,163,545600,3208,4
288,261635452002,261635452002,26163545200,545200,2,26,163,545200,3208,4
289,261635452001,261635452001,26163545200,545200,1,26,163,545200,3208,4
290,261635451001,261635451001,26163545100,545100,1,26,163,545100,3208,4
291,261635255001,261635255001,26163525500,525500,1,26,163,525500,3212,4
292,261635361004,261635361004,26163536100,536100,4,26,163,536100,3209,4
293,261635838003,261635838003,26163583800,583800,3,26,163,583800,3205,4
294,261635426003,261635426003,26163542600,542600,3,26,163,542600,3209,4
295,261635709003,261635709003,26163570900,570900,3,26,163,570900,3204,4
296,261635786003,261635786003,26163578600,578600,3,26,163,578600,3207,4
297,261635905003,261635905003,26163590500,590500,3,26,163,590500,3205,4
298,261635457002,261635457002,26163545700,545700,2,26,163,545700,3208,4
299,261635456004,261635456004,26163545600,545600,4,26,163,545600,3208,4
300,261635455001,261635455001,26163545500,545500,1,26,163,545500,3208,4
301,261635698003,261635698003,26163569800,569800,3,26,163,569800,3204,4
302,261635830003,261635830003,26163583000,583000,3,26,163,583000,3205,4
303,261635569002,261635569002,26163556900,556900,2,26,163,556900,3202,4
304,261635678004,261635678004,26163567800,567800,4,26,163,567800,3204,4
305,261635678002,261635678002,26163567800,567800,2,26,163,567800,3204,4
306,261635786002,261635786002,26163578600,578600,2,26,163,578600,3207,4
307,261635980004,261635980004,26163598000,598000,4,26,163,598000,3206,4
308,261635114002,261635114002,26163511400,511400,2,26,163,511400,3211,4
309,261635646003,261635646003,26163564600,564600,3,26,163,564600,3201,4
310,261635074004,261635074004,26163507400,507400,4,26,163,507400,3210,4
311,261635113001,261635113001,26163511300,511300,1,26,163,511300,3210,4
312,261635536003,261635536003,26163553600,553600,3,26,163,553600,3213,4
313,261635250003,261635250003,26163525000,525000,3,26,163,525000,3212,4
314,261635832002,261635832002,26163583200,583200,2,26,163,583200,3205,4
315,261635625002,261635625002,26163562500,562500,2,26,163,562500,3201,4
316,261635384003,261635384003,26163538400,538400,3,26,163,538400,3209,4
317,261635384002,261635384002,26163538400,538400,2,26,163,538400,3209,4
318,261635069002,261635069002,26163506900,506900,2,26,163,506900,3210,4
319,261635068002,261635068002,26163506800,506800,2,26,163,506800,3210,4
320,261635726002,261635726002,26163572600,572600,2,26,163,572600,3203,4
321,261635722002,261635722002,26163572200,572200,2,26,163,572200,3203,4
322,261635746005,261635746005,26163574600,574600,5,26,163,574600,3203,4
323,261635586001,261635586001,26163558600,558600,1,26,163,558600,3202,4
324,261635422004,261635422004,26163542200,542200,4,26,163,542200,3209,4
325,261635422001,261635422001,26163542200,542200,1,26,163,542200,3209,4
326,261635421006,261635421006,26163542100,542100,6,26,163,542100,3209,4
327,261635142002,261635142002,26163514200,514200,2,26,163,514200,3211,4
328,261635139002,261635139002,26163513900,513900,2,26,163,513900,3211,4
329,261635114001,261635114001,26163511400,511400,1,26,163,511400,3211,4
330,261635050002,261635050002,26163505000,505000,2,26,163,505000,3210,4
331,261635385005,261635385005,26163538500,538500,5,26,163,538500,3209,4
332,261635385002,261635385002,26163538500,538500,2,26,163,538500,3209,4
333,261635069001,261635069001,26163506900,506900,1,26,163,506900,3210,4
334,261635066003,261635066003,26163506600,506600,3,26,163,506600,3210,4
335,261635425001,261635425001,26163542500,542500,1,26,163,542500,3209,4
336,261635424002,261635424002,26163542400,542400,2,26,163,542400,3209,4
337,261635423002,261635423002,26163542300,542300,2,26,163,542300,3209,4
338,261635833001,261635833001,26163583300,583300,1,26,163,583300,3205,4
339,261635010003,261635010003,26163501000,501000,3,26,163,501000,3213,4
340,261635258002,261635258002,26163525800,525800,2,26,163,525800,3212,4
341,261635389003,261635389003,26163538900,538900,3,26,163,538900,3209,4
342,261635387002,261635387002,26163538700,538700,2,26,163,538700,3209,4
343,261635385006,261635385006,26163538500,538500,6,26,163,538500,3209,4
344,261635746007,261635746007,26163574600,574600,7,26,163,574600,3203,4
345,261635542003,261635542003,26163554200,554200,3,26,163,554200,3202,4
346,261635141001,261635141001,26163514100,514100,1,26,163,514100,3211,4
347,261635136001,261635136001,26163513600,513600,1,26,163,513600,3211,4
348,261635646002,261635646002,26163564600,564600,2,26,163,564600,3201,4
349,261635393001,261635393001,26163539300,539300,1,26,163,539300,3209,4
350,261635738001,261635738001,26163573800,573800,1,26,163,573800,3203,4
351,261635961003,261635961003,26163596100,596100,3,26,163,596100,3206,4
352,261635680001,261635680001,26163568000,568000,1,26,163,568000,3204,4
353,261635604004,261635604004,26163560400,560400,4,26,163,560400,3201,4
354,261635837002,261635837002,26163583700,583700,2,26,163,583700,3205,4
355,261635583002,261635583002,26163558300,558300,2,26,163,558300,3202,4
356,261635653002,261635653002,26163565300,565300,2,26,163,565300,3204,4
357,261635425002,261635425002,26163542500,542500,2,26,163,542500,3209,4
358,261635722001,261635722001,26163572200,572200,1,26,163,572200,3203,4
359,261635133001,261635133001,26163513300,513300,1,26,163,513300,3211,4
360,261635129003,261635129003,26163512900,512900,3,26,163,512900,3211,4
361,261635114004,261635114004,26163511400,511400,4,26,163,511400,3211,4
362,261635718003,261635718003,26163571800,571800,3,26,163,571800,3203,4
363,261635065003,261635065003,26163506500,506500,3,26,163,506500,3210,4
364,261635063001,261635063001,26163506300,506300,1,26,163,506300,3210,4
365,261635054004,261635054004,26163505400,505400,4,26,163,505400,3210,4
366,261635842001,261635842001,26163584200,584200,1,26,163,584200,3205,4
367,261635737024,261635737024,26163573702,573702,4,26,163,573702,3203,4
368,261635917002,261635917002,26163591700,591700,2,26,163,591700,3206,4
369,261635943002,261635943002,26163594300,594300,2,26,163,594300,3206,4
370,261635507005,261635507005,26163550700,550700,5,26,163,550700,3213,4
371,261635426004,261635426004,26163542600,542600,4,26,163,542600,3209,4
372,261635715004,261635715004,26163571500,571500,4,26,163,571500,3203,4
373,261635930003,261635930003,26163593000,593000,3,26,163,593000,3206,4
374,261635859004,261635859004,26163585900,585900,4,26,163,585900,3205,4
375,261635391002,261635391002,26163539100,539100,2,26,163,539100,3209,4
376,261635390001,261635390001,26163539000,539000,1,26,163,539000,3209,4
377,261635386004,261635386004,26163538600,538600,4,26,163,538600,3209,4
378,261635386001,261635386001,26163538600,538600,1,26,163,538600,3209,4
379,261635834001,261635834001,26163583400,583400,1,26,163,583400,3205,4
380,261635729003,261635729003,26163572900,572900,3,26,163,572900,3203,4
381,261635702002,261635702002,26163570200,570200,2,26,163,570200,3204,4
382,261635616001,261635616001,26163561600,561600,1,26,163,561600,3201,4
383,261635804002,261635804002,26163580400,580400,2,26,163,580400,3207,4
384,261635818002,261635818002,26163581800,581800,2,26,163,581800,3206,4
385,261635397001,261635397001,26163539700,539700,1,26,163,539700,3209,4
386,261635396003,261635396003,26163539600,539600,3,26,163,539600,3209,4
387,261635395001,261635395001,26163539500,539500,1,26,163,539500,3209,4
388,261635752001,261635752001,26163575200,575200,1,26,163,575200,3203,4
389,261635753002,261635753002,26163575300,575300,2,26,163,575300,3203,4
390,261635704002,261635704002,26163570400,570400,2,26,163,570400,3204,4
391,261635626002,261635626002,26163562600,562600,2,26,163,562600,3201,4
392,261635632001,261635632001,26163563200,563200,1,26,163,563200,3201,4
393,261635429003,261635429003,26163542900,542900,3,26,163,542900,3208,4
394,261635429001,261635429001,26163542900,542900,1,26,163,542900,3208,4
395,261635426001,261635426001,26163542600,542600,1,26,163,542600,3209,4
396,261635245001,261635245001,26163524500,524500,1,26,163,524500,3212,4
397,261635241003,261635241003,26163524100,524100,3,26,163,524100,3212,4
398,261635634004,261635634004,26163563400,563400,4,26,163,563400,3201,4
399,261635635001,261635635001,26163563500,563500,1,26,163,563500,3201,4
400,261635645032,261635645032,26163564503,564503,2,26,163,564503,3201,4
401,261635404004,261635404004,26163540400,540400,4,26,163,540400,3209,4
402,261635430001,261635430001,26163543000,543000,1,26,163,543000,3208,4
403,261635816004,261635816004,26163581600,581600,4,26,163,581600,3206,4
404,261635838002,261635838002,26163583800,583800,2,26,163,583800,3205,4
405,261635709001,261635709001,26163570900,570900,1,26,163,570900,3204,4
406,261635831004,261635831004,26163583100,583100,4,26,163,583100,3205,4
407,261635613002,261635613002,26163561300,561300,2,26,163,561300,3201,4
408,261635617002,261635617002,26163561700,561700,2,26,163,561700,3201,4
