,STATEFP,HHAGE2,HHAGE3,HHAGE4,HHAGE1,HHCAR0,HHCAR1,HHCAR2,HHCHD2,HHCHD1,HHINC4,HHINC2,HHINC3,HHINC1,HHRACE3,HHRACE2,HHRACE4,HHRACE1,HHPERSONS5,HHPERSONS4,HHPERSONS1,HHPERSONS7,HHPERSONS6,HHPERSONS3,HHPERSONS2,HHWORKER0,HHWORKER1,HHWORKER2,HHHISP1,HHHISP2,HHBASE,AGEP1,AGEP2,AGEP3,SEX2,SEX1,RACE3,RACE2,RACE4,RACE1,POPBASE,REGION
0,26,154404,207306,123255,14652,26960,164352,308292,351306,148311,178488,111017,114357,95755,29128,70252,12941,387296,24605,67565,146350,3332,8158,78244,171363,122449,195807,181390,485304,14313,499617.0,268862.40298986784,770418.9930262193,190610.60398391276,630650.7597955288,599241.2402044712,84220.51932801816,167462.6444029909,46844.17416611817,931364.6621028724,1229892.0,4
