,TRACTID,BLKGRPID,PUMA,COUNTYID,REGION
78,26093731100,260937311003,02800,26093,2
79,26093732100,260937321001,02800,26093,2
80,26093733100,260937331001,02800,26093,2
81,26093733100,260937331002,02800,26093,2
82,26093733603,260937336032,02800,26093,2
83,26093733604,260937336041,02800,26093,2
84,26093733604,260937336042,02800,26093,2
85,26093740200,260937402001,02800,26093,2
86,26093740200,260937402002,02800,26093,2
87,26093740200,260937402003,02800,26093,2
88,26093740200,260937402004,02800,26093,2
89,26093740300,260937403001,02800,26093,2
90,26093740700,260937407001,02800,26093,2
91,26093740500,260937405001,02800,26093,2
92,26093740600,260937406001,02800,26093,2
93,26093740600,260937406002,02800,26093,2
94,26093740700,260937407002,02800,26093,2
95,26093740800,260937408001,02800,26093,2
96,26093740800,260937408002,02800,26093,2
97,26093740900,260937409001,02800,26093,2
98,26093740900,260937409002,02800,26093,2
99,26093741100,260937411002,02800,26093,2
100,26093741100,260937411003,02800,26093,2
101,26093741601,260937416012,02800,26093,2
102,26093741602,260937416021,02800,26093,2
103,26093741602,260937416023,02800,26093,2
104,26093742201,260937422011,02800,26093,2
105,26093742201,260937422013,02800,26093,2
106,26093742202,260937422021,02800,26093,2
107,26093742403,260937424031,02800,26093,2
108,26093742403,260937424032,02800,26093,2
109,26093742403,260937424034,02800,26093,2
110,26093742500,260937425001,02800,26093,2
111,26093742700,260937427001,02800,26093,2
112,26093742700,260937427002,02800,26093,2
113,26093742900,260937429002,02800,26093,2
114,26093742900,260937429003,02800,26093,2
115,26093743300,260937433002,02800,26093,2
116,26093743400,260937434001,02800,26093,2
117,26093743400,260937434003,02800,26093,2
